0.38 1.027e+01 DM_over_rs
0.38 2.489e+01 DH_over_rs
0.38 4.974e-01 f_sigma8
0.51 1.338e+01 DM_over_rs
0.51 2.243e+01 DH_over_rs
0.51 4.590e-01 f_sigma8
0.698 17.645954975529154 DM_over_rs
0.698 19.769664063200512 DH_over_rs
0.698 0.4730038921505922 f_sigma8
