0.3 7.93 DV_over_rs
0.51 13.62 DM_over_rs
0.51 20.98 DH_over_rs
0.71 16.85 DM_over_rs
0.71 20.08 DH_over_rs
0.93 21.71 DM_over_rs
0.93 17.88 DH_over_rs
1.32 27.79 DM_over_rs
1.32 13.82 DH_over_rs
1.49 26.07 DV_over_rs
2.33 39.71 DM_over_rs
2.33 8.52 DH_over_rs
